0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625
0.12501355,0.24997701,0.12501109,0.24997613,0.50004417,0.24997681,0.12501192,0.24997613,0.12501368
-1.0,-0.5,0.0,-0.5,0.5,0.5,0.0,0.5,1.0
